DATE,GAS,COAL,NUCLEAR,WIND,HYDRO,IMPORTS,BIOMASS,OTHER,SOLAR,STORAGE,GENERATION,CARBON_INTENSITY,LOW_CARBON,ZERO_CARBON,RENEWABLE,FOSSIL,GAS_perc,COAL_perc,NUCLEAR_perc,WIND_perc,HYDRO_perc,IMPORTS_perc,BIOMASS_perc,OTHER_perc,SOLAR_perc,STORAGE_perc,GENERATION_perc,LOW_CARBON_perc,ZERO_CARBON_perc,RENEWABLE_perc,FOSSIL_perc
29/01/2012,427.52,810.16,404.22,44.15,29.77,130.1,0,0,0,18.01,1863.94,24.44,0,478.14,73.92,1237.68,22.94,43.47,21.69,2.37,1.6,6.98,0,0,0,0.97,100,0,25.65,3.97,66.4
30/01/2012,589.29,1000.36,405.74,59.09,28.78,38.39,0,0,0,22.76,2144.4,26.32,0,493.6,87.87,1589.65,27.48,46.65,18.92,2.76,1.34,1.79,0,0,0,1.06,100,0,23.02,4.1,74.13
31/01/2012,564.53,1071.25,406.31,72.39,26.87,37.94,0,0,0,15.97,2195.26,27.12,0,505.57,99.26,1635.78,25.72,48.8,18.51,3.3,1.22,1.73,0,0,0,0.73,100,0,23.03,4.52,74.51
01/02/2012,615.05,1063.18,385.6,80.2,26.81,29.29,0,9.46,0,16.41,2226.01,27.1,0,492.62,107.01,1678.23,27.63,47.76,17.32,3.6,1.2,1.32,0,0.42,0,0.74,100,0,22.13,4.81,75.39
02/02/2012,738.51,1055.27,383.7,42.67,25.65,7.32,0,27.83,0,25.01,2305.95,26.96,0,452.02,68.32,1793.77,32.03,45.76,16.64,1.85,1.11,0.32,0,1.21,0,1.08,100,0,19.6,2.96,77.79
03/02/2012,766.2,1057.92,375.21,36.52,24.04,8.07,0,1.97,0,17.1,2287.04,27.35,0,435.77,60.57,1824.13,33.5,46.26,16.41,1.6,1.05,0.35,0,0.09,0,0.75,100,0,19.05,2.65,79.76
04/02/2012,562.97,997.99,377.89,113.75,25.37,33.71,0,2.12,0,18.4,2132.2,26.51,0,517.01,139.12,1560.96,26.4,46.81,17.72,5.33,1.19,1.58,0,0.1,0,0.86,100,0,24.25,6.52,73.21
05/02/2012,538.32,982.08,381.44,45.91,26.91,42.73,0,2.13,0,17.66,2037.19,27.27,0,454.26,72.82,1520.4,26.42,48.21,18.72,2.25,1.32,2.1,0,0.1,0,0.87,100,0,22.3,3.57,74.63
06/02/2012,686.21,1110.4,381.57,8.72,25.15,14.33,0,18.78,0,19.25,2264.42,28.17,0,415.44,33.87,1796.62,30.3,49.04,16.85,0.39,1.11,0.63,0,0.83,0,0.85,100,0,18.35,1.5,79.34
07/02/2012,682.38,1138.72,380.83,48.93,24.88,6.95,0,23.44,0,21.4,2327.53,27.92,0,454.64,73.81,1821.1,29.32,48.92,16.36,2.1,1.07,0.3,0,1.01,0,0.92,100,0,19.53,3.17,78.24
08/02/2012,686.14,1140.7,385.82,113.85,24.16,8.14,0,24.47,0,24.71,2407.98,27.06,0,523.82,138.01,1826.84,28.49,47.37,16.02,4.73,1,0.34,0,1.02,0,1.03,100,0,21.75,5.73,75.87
09/02/2012,688.09,1180.26,399.53,34.79,21.62,13.34,0,24.28,0,17.45,2379.36,28.18,0,455.94,56.41,1868.35,28.92,49.6,16.79,1.46,0.91,0.56,0,1.02,0,0.73,100,0,19.16,2.37,78.52
10/02/2012,642.89,1148.51,405.64,62.76,21.8,6.1,0,20.97,0,22.2,2330.88,27.71,0,490.2,84.56,1791.4,27.58,49.27,17.4,2.69,0.94,0.26,0,0.9,0,0.95,100,0,21.03,3.63,76.86
11/02/2012,517.35,1080.2,407.32,26.03,24.07,35.97,0,2.14,0,24.76,2117.84,28.06,0,457.42,50.1,1597.55,24.43,51,19.23,1.23,1.14,1.7,0,0.1,0,1.17,100,0,21.6,2.37,75.43
12/02/2012,475.44,1068.49,409.92,20.54,20.19,45.7,0,2.12,0,18.82,2061.22,28.3,0,450.66,40.73,1543.93,23.07,51.84,19.89,1,0.98,2.22,0,0.1,0,0.91,100,0,21.86,1.98,74.9
13/02/2012,578.15,1075,415.9,120.76,18.84,11.08,0,18.2,0,13.61,2251.54,26.64,0,555.5,139.6,1653.16,25.68,47.75,18.47,5.36,0.84,0.49,0,0.81,0,0.6,100,0,24.67,6.2,73.42
14/02/2012,571.83,1002.93,417.54,151.97,18.21,11.23,0,29.82,0,11.86,2215.38,25.54,0,587.72,170.18,1574.75,25.81,45.27,18.85,6.86,0.82,0.51,0,1.35,0,0.54,100,0,26.53,7.68,71.08
15/02/2012,570.01,897.88,417.82,153.9,20.53,31.1,0,21.43,0,21.54,2134.22,24.43,0,592.25,174.43,1467.9,26.71,42.07,19.58,7.21,0.96,1.46,0,1,0,1.01,100,0,27.75,8.17,68.78
16/02/2012,571.56,937.94,417.56,117.72,21.66,19.43,0,28.34,0,15.27,2129.48,25.31,0,556.93,139.37,1509.5,26.84,44.05,19.61,5.53,1.02,0.91,0,1.33,0,0.72,100,0,26.15,6.54,70.89
17/02/2012,496.94,929.99,417.85,121.04,21.72,31.22,0,30.3,0,12.84,2061.92,25.39,0,560.61,142.76,1426.94,24.1,45.1,20.27,5.87,1.05,1.51,0,1.47,0,0.62,100,0,27.19,6.92,69.2
18/02/2012,423.18,712.93,417.5,188.32,26.48,31.38,0,19.29,0,22.92,1842,22.22,0,632.29,214.8,1136.1,22.97,38.7,22.67,10.22,1.44,1.7,0,1.05,0,1.24,100,0,34.33,11.66,61.68
19/02/2012,424.67,784.11,416.75,77.47,28.44,52.53,0,21.38,0,18.92,1824.28,24.28,0,522.66,105.91,1208.79,23.28,42.98,22.84,4.25,1.56,2.88,0,1.17,0,1.04,100,0,28.65,5.81,66.26
20/02/2012,547.81,912.31,416.1,160.41,31.91,38.34,0,31.38,0,12.32,2150.58,24.49,0,608.42,192.32,1460.12,25.47,42.42,19.35,7.46,1.48,1.78,0,1.46,0,0.57,100,0,28.29,8.94,67.89
21/02/2012,467.97,959.79,415.86,148.19,34.35,33.49,0,28.01,0,16.42,2104.06,25.18,0,598.39,182.54,1427.76,22.24,45.62,19.76,7.04,1.63,1.59,0,1.33,0,0.78,100,0,28.44,8.68,67.86
22/02/2012,472.48,907.54,411.33,180.01,37.19,32.84,0,29.09,0,20.15,2090.64,24.2,0,628.54,217.21,1380.02,22.6,43.41,19.67,8.61,1.78,1.57,0,1.39,0,0.96,100,0,30.06,10.39,66.01
23/02/2012,458.36,907.82,380.27,159.18,35.65,23.04,0,29.97,0,20,2014.29,25.01,0,575.09,194.82,1366.18,22.76,45.07,18.88,7.9,1.77,1.14,0,1.49,0,0.99,100,0,28.55,9.67,67.82
24/02/2012,481.65,837.81,373.22,144.95,33.81,40.87,0,29.52,0,15.56,1957.4,24.34,0,551.98,178.76,1319.46,24.61,42.8,19.07,7.41,1.73,2.09,0,1.51,0,0.8,100,0,28.2,9.13,67.41
25/02/2012,332.51,767.29,377,86.88,32.92,103.3,0,11.88,0,18.8,1730.57,24.26,0,496.81,119.81,1099.8,19.21,44.34,21.78,5.02,1.9,5.97,0,0.69,0,1.09,100,0,28.71,6.92,63.55
26/02/2012,307.63,758.29,398.31,58.7,30.91,124.34,0,12.16,0,15.71,1706.06,24.16,0,487.91,89.6,1065.92,18.03,44.45,23.35,3.44,1.81,7.29,0,0.71,0,0.92,100,0,28.6,5.25,62.48
27/02/2012,450.8,883.6,411.54,131.38,32.03,44.92,0,11.37,0,21.97,1987.62,24.65,0,574.95,163.41,1334.41,22.68,44.46,20.7,6.61,1.61,2.26,0,0.57,0,1.11,100,0,28.93,8.22,67.14
28/02/2012,433.68,927.31,417.95,74.34,31.51,53.2,0,5.35,0,20.43,1963.78,25.77,0,523.81,105.85,1360.99,22.08,47.22,21.28,3.79,1.6,2.71,0,0.27,0,1.04,100,0,26.67,5.39,69.3
29/02/2012,387.84,941.24,412.92,60.75,31.45,74.06,0,2.1,0,17.17,1927.52,26.15,0,505.12,92.2,1329.07,20.12,48.83,21.42,3.15,1.63,3.84,0,0.11,0,0.89,100,0,26.21,4.78,68.95
01/03/2012,422.32,948.95,398.36,47.25,26.63,63.78,0,2.1,0,16.07,1925.45,26.68,0,472.23,73.87,1371.27,21.93,49.28,20.69,2.45,1.38,3.31,0,0.11,0,0.83,100,0,24.53,3.84,71.22
02/03/2012,416.44,982.9,368.51,49.1,26.15,64.13,0,2.11,0,18.23,1927.56,27.45,0,443.76,75.25,1399.34,21.6,50.99,19.12,2.55,1.36,3.33,0,0.11,0,0.95,100,0,23.02,3.9,72.6
03/03/2012,364.15,797.16,320.94,116.24,26.58,88.86,0,2.12,0,21.13,1737.18,25.3,0,463.76,142.82,1161.31,20.96,45.89,18.47,6.69,1.53,5.12,0,0.12,0,1.22,100,0,26.7,8.22,66.85
04/03/2012,436.57,786.11,318.23,77.44,25.6,94.86,0,2.11,0,20.45,1761.36,25.54,0,421.26,103.04,1222.68,24.79,44.63,18.07,4.4,1.45,5.39,0,0.12,0,1.16,100,0,23.92,5.85,69.42
05/03/2012,546.61,947.31,317.48,86.02,26.35,58.51,0,2.1,0,21.17,2005.55,26.78,0,429.84,112.36,1493.92,27.25,47.23,15.83,4.29,1.31,2.92,0,0.1,0,1.06,100,0,21.43,5.6,74.49
06/03/2012,620.17,899.88,317.07,103.92,24.89,45.85,0,2.1,0,17.52,2031.42,26.23,0,445.89,128.82,1520.05,30.53,44.3,15.61,5.12,1.23,2.26,0,0.1,0,0.86,100,0,21.95,6.34,74.83
07/03/2012,497.98,917.01,326.18,179.82,26.72,50.53,0,1.63,0,18.7,2018.57,25.43,0,532.71,206.53,1415,24.67,45.43,16.16,8.91,1.32,2.5,0,0.08,0,0.93,100,0,26.39,10.23,70.1
08/03/2012,458.34,986.34,323.04,142.21,22.9,52.47,0,2.11,0,14.75,2002.16,26.84,0,488.14,165.1,1444.69,22.89,49.26,16.13,7.1,1.14,2.62,0,0.11,0,0.74,100,0,24.38,8.25,72.16
09/03/2012,429.94,973.72,304.46,162.73,23.38,42.99,0,2.1,0,14.96,1954.28,26.91,0,490.57,186.11,1403.66,22,49.82,15.58,8.33,1.2,2.2,0,0.11,0,0.77,100,0,25.1,9.52,71.82
10/03/2012,349.83,852.93,281.46,115.68,21.27,89.47,0,2.1,0,15.84,1728.6,26.66,0,418.42,136.96,1202.77,20.24,49.34,16.28,6.69,1.23,5.18,0,0.12,0,0.92,100,0,24.21,7.92,69.58
11/03/2012,351.45,818,287.5,63.68,20.14,95.2,0,2.1,0,13.53,1651.61,27.06,0,371.32,83.82,1169.46,21.28,49.53,17.41,3.86,1.22,5.76,0,0.13,0,0.82,100,0,22.48,5.07,70.81
12/03/2012,484.73,990.32,289.94,23.61,24.16,66,0,2.11,0,18.87,1899.73,28.73,0,337.7,47.77,1475.04,25.52,52.13,15.26,1.24,1.27,3.47,0,0.11,0,0.99,100,0,17.78,2.51,77.65
13/03/2012,538.29,985.33,301,7.7,24.12,68.93,0,2.11,0,22.64,1950.12,28.55,0,332.83,31.83,1523.62,27.6,50.53,15.43,0.4,1.24,3.53,0,0.11,0,1.16,100,0,17.07,1.63,78.13
14/03/2012,499.13,995.12,310.19,23.85,22.81,75.03,0,2.06,0,18.86,1947.05,28.42,0,356.86,46.66,1494.24,25.64,51.11,15.93,1.23,1.17,3.85,0,0.11,0,0.97,100,0,18.33,2.4,76.74
15/03/2012,492.26,980.63,308.43,43.79,22.37,84.47,0,2.1,0,15.58,1949.62,28,0,374.59,66.16,1472.88,25.25,50.3,15.82,2.25,1.15,4.33,0,0.11,0,0.8,100,0,19.21,3.39,75.55
16/03/2012,449.22,944.51,297.91,98.41,19.49,83.34,0,2.11,0,13.95,1908.93,27.25,0,415.8,117.9,1393.73,23.53,49.48,15.61,5.16,1.02,4.37,0,0.11,0,0.73,100,0,21.78,6.18,73.01
17/03/2012,391.39,871.76,290.97,34.94,17.77,92.49,0,2.12,0,19.15,1720.59,27.83,0,343.68,52.71,1263.15,22.75,50.67,16.91,2.03,1.03,5.38,0,0.12,0,1.11,100,0,19.97,3.06,73.41
18/03/2012,346.72,872.72,287.08,36.52,19.24,92.5,0,2.12,0,17.93,1674.82,28.14,0,342.84,55.76,1219.44,20.7,52.11,17.14,2.18,1.15,5.52,0,0.13,0,1.07,100,0,20.47,3.33,72.81
19/03/2012,479.12,951.34,270.42,105.91,18.24,67,0,1.96,0,16.11,1910.09,27.66,0,394.57,124.15,1430.46,25.08,49.81,14.16,5.54,0.96,3.51,0,0.1,0,0.84,100,0,20.66,6.5,74.89
20/03/2012,488.4,916.3,277.56,114.48,19.88,65.96,0,2.11,0,15.64,1900.34,27.02,0,411.93,134.36,1404.7,25.7,48.22,14.61,6.02,1.05,3.47,0,0.11,0,0.82,100,0,21.68,7.07,73.92
21/03/2012,562.8,895.63,271.55,45.18,18.77,75.53,0,2.12,0,16.18,1887.76,27.53,0,335.51,63.96,1458.43,29.81,47.44,14.38,2.39,0.99,4,0,0.11,0,0.86,100,0,17.77,3.39,77.26
22/03/2012,553.13,878.61,277.54,48.57,17.83,67.38,0,2.11,0,24.16,1869.32,27.24,0,343.94,66.4,1431.74,29.59,47,14.85,2.6,0.95,3.6,0,0.11,0,1.29,100,0,18.4,3.55,76.59
23/03/2012,485.59,915.49,292.44,36.14,17.41,66.12,0,2.11,0,12.26,1827.55,27.91,0,345.98,53.55,1401.08,26.57,50.09,16,1.98,0.95,3.62,0,0.12,0,0.67,100,0,18.93,2.93,76.66
24/03/2012,442.98,724,307.24,21.7,18.26,93.12,0,2.12,0,13.63,1623.04,25.99,0,347.19,39.95,1166.98,27.29,44.61,18.93,1.34,1.12,5.74,0,0.13,0,0.84,100,0,21.39,2.46,71.9
25/03/2012,410.72,690.89,309.5,24.9,15.79,94.18,0,2.06,0,12.51,1560.55,25.63,0,350.19,40.69,1101.62,26.32,44.27,19.83,1.6,1.01,6.03,0,0.13,0,0.8,100,0,22.44,2.61,70.59
26/03/2012,515.57,829.01,309.27,15.56,14.93,78.21,0,2.11,0,13.2,1777.86,26.86,0,339.76,30.49,1344.58,29,46.63,17.4,0.88,0.84,4.4,0,0.12,0,0.74,100,0,19.11,1.71,75.63
27/03/2012,513.16,825.12,294.45,13.5,15.49,87.1,0,2.12,0,21.77,1772.7,26.99,0,323.44,28.99,1338.28,28.95,46.55,16.61,0.76,0.87,4.91,0,0.12,0,1.23,100,0,18.25,1.64,75.49
28/03/2012,495.15,817.64,286.42,40.46,14.81,91.03,0,2.11,0,17.67,1765.29,26.84,0,341.69,55.26,1312.79,28.05,46.32,16.23,2.29,0.84,5.16,0,0.12,0,1,100,0,19.36,3.13,74.37
29/03/2012,410.36,819.32,286.18,79.16,13.65,85.72,0,2.08,0,17.05,1713.51,26.62,0,378.99,92.81,1229.68,23.95,47.82,16.7,4.62,0.8,5,0,0.12,0,1,100,0,22.12,5.42,71.76
30/03/2012,399.01,846.71,284.1,80.64,13.83,84.44,0,2.1,0,16.93,1727.77,26.95,0,378.57,94.47,1245.72,23.09,49.01,16.44,4.67,0.8,4.89,0,0.12,0,0.98,100,0,21.91,5.47,72.1
31/03/2012,395.82,738.58,285.89,37.6,11.97,95.61,0,2.12,0,21.42,1589,26.4,0,335.46,49.57,1134.4,24.91,46.48,17.99,2.37,0.75,6.02,0,0.13,0,1.35,100,0,21.11,3.12,71.39
01/04/2012,333.61,751.92,299.64,34.61,10.01,95.6,0,2.12,0,15.14,1542.66,26.84,0,344.26,44.62,1085.53,21.63,48.74,19.42,2.24,0.65,6.2,0,0.14,0,0.98,100,0,22.32,2.89,70.37
02/04/2012,478.88,889.18,307.48,20.22,10.17,77.51,0,2.11,0,11.92,1797.47,27.82,0,337.86,30.38,1368.06,26.64,49.47,17.11,1.12,0.57,4.31,0,0.12,0,0.66,100,0,18.8,1.69,76.11
03/04/2012,433.14,858.96,326.23,120.98,10.77,82,0,2.1,0,9.76,1843.93,26.02,0,457.98,131.75,1292.1,23.49,46.58,17.69,6.56,0.58,4.45,0,0.11,0,0.53,100,0,24.84,7.15,70.07
04/04/2012,451.79,860.07,344.4,120.05,12.74,86.47,0,2.1,0,18.19,1895.8,25.49,0,477.19,132.78,1311.86,23.83,45.37,18.17,6.33,0.67,4.56,0,0.11,0,0.96,100,0,25.17,7,69.2
05/04/2012,449.05,894.02,359.32,47.1,9.93,76.7,0,2.11,0,17.75,1855.98,26.83,0,416.35,57.03,1343.07,24.19,48.17,19.36,2.54,0.54,4.13,0,0.11,0,0.96,100,0,22.43,3.07,72.36
06/04/2012,309.55,848.71,362.34,49.14,11.63,80.01,0,2.11,0,10.95,1674.45,26.92,0,423.12,60.77,1158.26,18.49,50.69,21.64,2.93,0.69,4.78,0,0.13,0,0.65,100,0,25.27,3.63,69.17
07/04/2012,335.7,745.6,362.27,28.81,10.6,92.63,0,2.04,0,14.91,1592.55,25.82,0,401.68,39.41,1081.3,21.08,46.82,22.75,1.81,0.67,5.82,0,0.13,0,0.94,100,0,25.22,2.47,67.9
08/04/2012,299.94,640.19,366.1,99.34,9.4,95.18,0,2.12,0,13.5,1525.77,23.43,0,474.84,108.73,940.13,19.66,41.96,23.99,6.51,0.62,6.24,0,0.14,0,0.89,100,0,31.12,7.13,61.62
09/04/2012,334.9,684.71,373.83,78.54,10.89,95.43,0,2.11,0,12.79,1593.2,23.97,0,463.26,89.43,1019.61,21.02,42.98,23.46,4.93,0.68,5.99,0,0.13,0,0.8,100,0,29.08,5.61,64
10/04/2012,437.86,752.28,383.17,89.46,10.49,49.34,0,2.11,0,12.18,1736.89,24.42,0,483.11,99.95,1190.15,25.21,43.31,22.06,5.15,0.6,2.84,0,0.12,0,0.7,100,0,27.81,5.75,68.52
11/04/2012,501.26,817.69,384.4,21.96,10.83,48.78,0,2.11,0,15.16,1802.19,25.95,0,417.19,32.8,1318.95,27.81,45.37,21.33,1.22,0.6,2.71,0,0.12,0,0.84,100,0,23.15,1.82,73.19
12/04/2012,488.94,791.46,405.36,18.46,8.49,52.14,0,2.11,0,14.89,1781.86,25.53,0,432.32,26.96,1280.4,27.44,44.42,22.75,1.04,0.48,2.93,0,0.12,0,0.84,100,0,24.26,1.51,71.86
13/04/2012,473.92,796.43,406.38,19.71,10.89,55.81,0,1.13,0,15.04,1779.31,25.56,0,436.97,30.59,1270.35,26.64,44.76,22.84,1.11,0.61,3.14,0,0.06,0,0.85,100,0,24.56,1.72,71.4
14/04/2012,342.33,698.81,407.98,52.39,10.21,90.07,0,0,0,10.88,1612.66,24.12,0,470.57,62.6,1041.14,21.23,43.33,25.3,3.25,0.63,5.59,0,0,0,0.67,100,0,29.18,3.88,64.56
15/04/2012,303.99,697.78,405.93,51.97,10.31,95.61,0,0,0,11.08,1576.67,24.23,0,468.2,62.27,1001.77,19.28,44.26,25.75,3.3,0.65,6.06,0,0,0,0.7,100,0,29.7,3.95,63.54
16/04/2012,517.31,787.53,413.07,52.98,9.71,35.23,0,0,0,12.38,1828.19,24.93,0,475.75,62.68,1304.84,28.3,43.08,22.59,2.9,0.53,1.93,0,0,0,0.68,100,0,26.02,3.43,71.37
17/04/2012,506.06,740.12,417.95,124.72,8.95,40.08,0,0,0,14.55,1852.43,23.4,0,551.63,133.68,1246.17,27.32,39.95,22.56,6.73,0.48,2.16,0,0,0,0.79,100,0,29.78,7.22,67.27
18/04/2012,502.77,788.01,420.35,78.85,10.94,66.56,0,0,0,13.46,1880.94,24.34,0,510.14,89.79,1290.78,26.73,41.89,22.35,4.19,0.58,3.54,0,0,0,0.72,100,0,27.12,4.77,68.62
19/04/2012,513.26,805.58,414.06,52.82,12.03,59.09,0,1.24,0,18.24,1876.32,24.89,0,478.9,64.84,1318.84,27.35,42.93,22.07,2.81,0.64,3.15,0,0.07,0,0.97,100,0,25.52,3.46,70.29
20/04/2012,469.82,821.33,403.09,21.26,9.5,53.33,0,2.05,0,13.61,1793.98,25.96,0,433.84,30.76,1291.14,26.19,45.78,22.47,1.18,0.53,2.97,0,0.11,0,0.76,100,0,24.18,1.71,71.97
21/04/2012,368.06,712.74,403.58,28.44,11.1,92.47,0,2.11,0,15.87,1634.38,24.64,0,443.12,39.54,1080.8,22.52,43.61,24.69,1.74,0.68,5.66,0,0.13,0,0.97,100,0,27.11,2.42,66.13
22/04/2012,352.7,681.5,407.91,26.98,10.92,93.75,0,2.12,0,15.07,1590.96,24.18,0,445.82,37.91,1034.2,22.17,42.84,25.64,1.7,0.69,5.89,0,0.13,0,0.95,100,0,28.02,2.38,65
23/04/2012,475.45,811.78,414.86,39.6,9.26,74.26,0,2.11,0,13.28,1840.61,25.21,0,463.72,48.86,1287.23,25.83,44.1,22.54,2.15,0.5,4.03,0,0.11,0,0.72,100,0,25.19,2.65,69.94
24/04/2012,479.87,855.78,417.87,24.8,8.89,51.05,0,2.12,0,12.18,1852.55,26.01,0,451.55,33.69,1335.64,25.9,46.19,22.56,1.34,0.48,2.76,0,0.11,0,0.66,100,0,24.37,1.82,72.1
25/04/2012,417.7,806.1,413.5,148.1,9.27,84.62,0,2.11,0,15.42,1896.82,23.77,0,570.86,157.36,1223.8,22.02,42.5,21.8,7.81,0.49,4.46,0,0.11,0,0.81,100,0,30.1,8.3,64.52
26/04/2012,393.93,783.43,398.78,152.55,11.11,83.04,0,2.11,0,14.7,1839.65,23.66,0,562.44,163.66,1177.36,21.41,42.59,21.68,8.29,0.6,4.51,0,0.11,0,0.8,100,0,30.57,8.9,64
27/04/2012,439.84,801.3,398.62,60.64,9.61,78.27,0,2.12,0,11.32,1801.72,25.08,0,468.87,70.25,1241.14,24.41,44.47,22.12,3.37,0.53,4.34,0,0.12,0,0.63,100,0,26.02,3.9,68.89
28/04/2012,418.24,619.43,398.8,93.23,8.58,92.26,0,2.11,0,13.51,1646.17,22.4,0,500.61,101.81,1037.67,25.41,37.63,24.23,5.66,0.52,5.6,0,0.13,0,0.82,100,0,30.41,6.18,63.04
29/04/2012,440.17,570.77,398.84,141.69,9.72,93.36,0,2.12,0,15.59,1672.26,20.86,0,550.25,151.41,1010.94,26.32,34.13,23.85,8.47,0.58,5.58,0,0.13,0,0.93,100,0,32.9,9.05,60.45
30/04/2012,449.41,721.57,398.56,120.38,7.97,91.45,0,2.11,0,9.87,1801.33,23.12,0,526.92,128.35,1170.98,24.95,40.06,22.13,6.68,0.44,5.08,0,0.12,0,0.55,100,0,29.25,7.13,65.01
01/05/2012,462.83,762.49,398.42,93.12,7.82,88.08,0,2.11,0,11.97,1826.85,23.93,0,499.37,100.95,1225.32,25.33,41.74,21.81,5.1,0.43,4.82,0,0.12,0,0.66,100,0,27.33,5.53,67.07
02/05/2012,481.03,798.2,397.98,33.69,7.36,77.58,0,2.11,0,15.27,1813.22,25.3,0,439.03,41.05,1279.24,26.53,44.02,21.95,1.86,0.41,4.28,0,0.12,0,0.84,100,0,24.21,2.26,70.55
03/05/2012,539.69,796.54,383.42,29.52,7.33,79.87,0,2.1,0,19.51,1857.99,25.29,0,420.27,36.85,1336.23,29.05,42.87,20.64,1.59,0.39,4.3,0,0.11,0,1.05,100,0,22.62,1.98,71.92
04/05/2012,518.71,732.91,383.72,67.38,7.39,82.83,0,2.11,0,16.47,1811.51,24.24,0,458.48,74.76,1251.62,28.63,40.46,21.18,3.72,0.41,4.57,0,0.12,0,0.91,100,0,25.31,4.13,69.09
05/05/2012,436.58,655.19,380.26,48.29,6.62,92.89,0,2.08,0,12.76,1634.66,23.82,0,435.17,54.91,1091.77,26.71,40.08,23.26,2.95,0.4,5.68,0,0.13,0,0.78,100,0,26.62,3.36,66.79
06/05/2012,396.74,653.86,383.9,16,7.37,95.54,0,2.13,0,12.5,1568.03,24.36,0,407.27,23.37,1050.59,25.3,41.7,24.48,1.02,0.47,6.09,0,0.14,0,0.8,100,0,25.97,1.49,67
07/05/2012,385.45,685.29,383.72,66.43,8.03,80.71,0,2.12,0,10.46,1622.19,24.2,0,458.18,74.46,1070.73,23.76,42.24,23.65,4.09,0.5,4.98,0,0.13,0,0.64,100,0,28.24,4.59,66.01
08/05/2012,555.34,701.57,392.82,36.87,8.51,55.06,0,2.12,0,15.26,1767.54,24.01,0,438.2,45.38,1256.91,31.42,39.69,22.22,2.09,0.48,3.11,0,0.12,0,0.86,100,0,24.79,2.57,71.11
09/05/2012,637.3,674.09,387.93,35.19,7.32,43.4,0,2.1,0,17.44,1804.78,23.62,0,430.44,42.51,1311.39,35.31,37.35,21.49,1.95,0.41,2.4,0,0.12,0,0.97,100,0,23.85,2.36,72.66
10/05/2012,538.86,645.42,386.94,133.98,9.07,47.99,0,2.11,0,15.66,1780.04,22.09,0,529.99,143.05,1184.28,30.27,36.26,21.74,7.53,0.51,2.7,0,0.12,0,0.88,100,0,29.77,8.04,66.53
11/05/2012,517.71,634.78,387.37,110.66,9.51,49.28,0,2.11,0,11.64,1723.07,22.39,0,507.54,120.17,1152.49,30.05,36.84,22.48,6.42,0.55,2.86,0,0.12,0,0.68,100,0,29.46,6.97,66.89
12/05/2012,384.83,602.04,383.57,68.48,10.03,67.22,0,2.12,0,14.61,1532.9,22.8,0,462.08,78.51,986.87,25.1,39.27,25.02,4.47,0.65,4.39,0,0.14,0,0.95,100,0,30.14,5.12,64.38
13/05/2012,357.25,551.52,302.66,164.26,14.11,66.65,0,2.08,0,14.18,1472.71,21.78,0,481.03,178.37,908.77,24.26,37.45,20.55,11.15,0.96,4.53,0,0.14,0,0.96,100,0,32.66,12.11,61.71
14/05/2012,636.46,571.91,283.47,138.74,18.44,55.58,0,2.11,0,16.05,1722.76,22.01,0,440.65,157.18,1208.37,36.94,33.2,16.45,8.05,1.07,3.23,0,0.12,0,0.93,100,0,25.58,9.12,70.14
15/05/2012,650.79,586.76,327.37,107.15,15.23,60.52,0,2.09,0,16.92,1766.83,22.25,0,449.76,122.38,1237.54,36.83,33.21,18.53,6.06,0.86,3.43,0,0.12,0,0.96,100,0,25.46,6.93,70.04
16/05/2012,631.6,622.13,384.15,33.39,13.32,65.95,0,2.11,0,12.8,1765.45,22.99,0,430.86,46.71,1253.73,35.78,35.24,21.76,1.89,0.75,3.74,0,0.12,0,0.73,100,0,24.4,2.65,71.01
17/05/2012,589.54,673.47,387.44,21.98,13.63,69.84,0,2.11,0,12.65,1770.65,23.73,0,423.05,35.61,1263.01,33.29,38.04,21.88,1.24,0.77,3.94,0,0.12,0,0.71,100,0,23.89,2.01,71.33
18/05/2012,477.26,680.89,381.25,90.05,14.44,75.14,0,2.12,0,12.3,1733.45,23.24,0,485.74,104.49,1158.16,27.53,39.28,21.99,5.19,0.83,4.33,0,0.12,0,0.71,100,0,28.02,6.03,66.81
19/05/2012,443.48,558.27,381.74,48.66,14.65,94.4,0,2.12,0,12.58,1555.9,22.25,0,445.05,63.3,1001.75,28.5,35.88,24.54,3.13,0.94,6.07,0,0.14,0,0.81,100,0,28.6,4.07,64.38
20/05/2012,363.65,613.32,381.61,28.89,12.07,95.54,0,2.13,0,10.38,1507.59,23.57,0,422.58,40.96,976.96,24.12,40.68,25.31,1.92,0.8,6.34,0,0.14,0,0.69,100,0,28.03,2.72,64.8
21/05/2012,482.2,679.11,389.14,35.1,11.22,80.17,0,1.8,0,15.66,1694.4,23.86,0,435.45,46.32,1161.32,28.46,40.08,22.97,2.07,0.66,4.73,0,0.11,0,0.92,100,0,25.7,2.73,68.54
22/05/2012,473.98,674.87,394.57,33.47,10.41,77.26,0,1.84,0,12.83,1679.24,23.86,0,438.46,43.88,1148.85,28.23,40.19,23.5,1.99,0.62,4.6,0,0.11,0,0.76,100,0,26.11,2.61,68.42
23/05/2012,488.92,692.04,395.8,11.54,9.03,67.46,0,2.11,0,13.11,1680,24.36,0,416.36,20.56,1180.96,29.1,41.19,23.56,0.69,0.54,4.02,0,0.13,0,0.78,100,0,24.78,1.22,70.3
