DATE,GAS,COAL,NUCLEAR,WIND,HYDRO,IMPORTS,BIOMASS,OTHER,SOLAR,STORAGE,GENERATION,CARBON_INTENSITY,LOW_CARBON,ZERO_CARBON,RENEWABLE,FOSSIL,GAS_perc,COAL_perc,NUCLEAR_perc,WIND_perc,HYDRO_perc,IMPORTS_perc,BIOMASS_perc,OTHER_perc,SOLAR_perc,STORAGE_perc,GENERATION_perc,LOW_CARBON_perc,ZERO_CARBON_perc,RENEWABLE_perc,FOSSIL_perc
01/01/2009,530.81,824.16,335.25,5.94,14.84,86.41,0,0,0,18.69,1816.1,26.01,0,356.03,20.78,1354.97,29.23,45.38,18.46,0.33,0.82,4.76,0,0,0,1.03,100,0,19.6,1.14,74.61
02/01/2009,691.06,919.16,307.15,4.09,15.47,25.09,0,0,0,20.19,1982.21,27.45,0,326.7,19.56,1610.22,34.86,46.37,15.5,0.21,0.78,1.27,0,0,0,1.02,100,0,16.48,0.99,81.23
03/01/2009,728.15,875.19,278.32,9.26,17.1,29.95,0,0,0,20.3,1958.27,27.2,0,304.67,26.35,1603.34,37.18,44.69,14.21,0.47,0.87,1.53,0,0,0,1.04,100,0,15.56,1.35,81.88
04/01/2009,783.55,861.9,262.48,7.68,16.28,20.21,0,0,0,23.98,1976.07,27.16,0,286.44,23.96,1645.45,39.65,43.62,13.28,0.39,0.82,1.02,0,0,0,1.21,100,0,14.5,1.21,83.27
05/01/2009,912.92,1027.77,246.25,8.19,21.46,5.32,0,0,0,36.64,2258.54,28.13,0,275.89,29.63,1940.69,40.42,45.51,10.9,0.36,0.95,0.24,0,0,0,1.62,100,0,12.22,1.31,85.93
06/01/2009,913.82,1113.94,246.44,17.33,17.22,2.69,0,0,0,23.55,2335,28.88,0,280.99,34.55,2027.77,39.14,47.71,10.55,0.74,0.74,0.12,0,0,0,1.01,100,0,12.03,1.48,86.84
07/01/2009,894.68,1118.32,263.16,5.36,17.21,18.03,0,0,0,23.88,2340.63,28.79,0,285.72,22.57,2013,38.22,47.78,11.24,0.23,0.74,0.77,0,0,0,1.02,100,0,12.21,0.96,86
08/01/2009,847.76,1105.23,265,21.92,16.18,13.95,0,0,0,20.52,2290.56,28.75,0,303.1,38.1,1952.99,37.01,48.25,11.57,0.96,0.71,0.61,0,0,0,0.9,100,0,13.23,1.66,85.26
09/01/2009,851.12,1117.54,251.07,27.64,18.71,2.46,0,0,0,20.43,2288.96,29.03,0,297.42,46.35,1968.65,37.18,48.82,10.97,1.21,0.82,0.11,0,0,0,0.89,100,0,12.99,2.02,86.01
10/01/2009,739.62,1004.16,268.07,61.33,20.72,6.4,0,0,0,20.7,2121,27.96,0,350.12,82.05,1743.77,34.87,47.34,12.64,2.89,0.98,0.3,0,0,0,0.98,100,0,16.51,3.87,82.21
11/01/2009,669.56,922.86,261.22,63.62,29.19,2.39,0,0,0,19.12,1967.97,27.52,0,354.04,92.82,1592.42,34.02,46.89,13.27,3.23,1.48,0.12,0,0,0,0.97,100,0,17.99,4.72,80.92
12/01/2009,805.62,996.41,275.86,46.89,33.71,5.86,0,0,0,25.25,2189.59,27.41,0,356.46,80.6,1802.02,36.79,45.51,12.6,2.14,1.54,0.27,0,0,0,1.15,100,0,16.28,3.68,82.3
13/01/2009,778.98,1080.4,281.54,6.73,34.23,3.79,0,0,0,23.08,2208.75,28.72,0,322.5,40.96,1859.38,35.27,48.91,12.75,0.3,1.55,0.17,0,0,0,1.05,100,0,14.6,1.85,84.18
14/01/2009,812.13,1087.5,273.1,18.35,32.65,1.42,0,0,0,28.55,2253.7,28.59,0,324.1,51,1899.63,36.04,48.25,12.12,0.81,1.45,0.06,0,0,0,1.27,100,0,14.38,2.26,84.29
15/01/2009,791.76,1045,264.81,54.98,31.88,0.35,0,0,0,19.29,2208.07,28.16,0,351.66,86.86,1836.76,35.86,47.33,11.99,2.49,1.44,0.02,0,0,0,0.87,100,0,15.93,3.93,83.18
16/01/2009,711.17,1031.39,259.5,36.28,36.92,12.24,0,0,0,21.76,2109.27,28.45,0,332.7,73.21,1742.56,33.72,48.9,12.3,1.72,1.75,0.58,0,0,0,1.03,100,0,15.77,3.47,82.61
17/01/2009,578.6,861.45,259.81,47.68,35.48,74.94,0,0,0,14.85,1872.8,26.66,0,342.96,83.15,1440.05,30.9,46,13.87,2.55,1.89,4,0,0,0,0.79,100,0,18.31,4.44,76.89
18/01/2009,580.29,834.47,262.9,42.53,32.35,83.53,0,0,0,16.79,1852.87,26.25,0,337.78,74.88,1414.77,31.32,45.04,14.19,2.3,1.75,4.51,0,0,0,0.91,100,0,18.23,4.04,76.36
19/01/2009,734.22,1021.28,268.65,18.34,35.74,36.39,0,0,0,24.67,2139.29,27.98,0,322.73,54.08,1755.5,34.32,47.74,12.56,0.86,1.67,1.7,0,0,0,1.15,100,0,15.09,2.53,82.06
20/01/2009,739.64,1033.67,273.25,27.18,31.52,14.18,0,0,0,24.44,2143.88,28.29,0,331.95,58.7,1773.3,34.5,48.21,12.75,1.27,1.47,0.66,0,0,0,1.14,100,0,15.48,2.74,82.71
21/01/2009,815.83,1024.94,278.93,25.54,31.98,8.37,0,0,0,18.84,2204.44,27.99,0,336.46,57.53,1840.77,37.01,46.49,12.65,1.16,1.45,0.38,0,0,0,0.85,100,0,15.26,2.61,83.5
22/01/2009,760.26,993.17,282.14,45.16,29.73,31.23,0,0,0,22.89,2164.59,27.34,0,357.03,74.89,1753.44,35.12,45.88,13.03,2.09,1.37,1.44,0,0,0,1.06,100,0,16.49,3.46,81.01
23/01/2009,738.55,983.38,291.47,21,29.49,47.43,0,0,0,22.92,2134.23,27.36,0,341.96,50.48,1721.92,34.6,46.08,13.66,0.98,1.38,2.22,0,0,0,1.07,100,0,16.02,2.37,80.68
24/01/2009,632.12,867.41,296.59,18.32,27.87,95.93,0,0,0,18.64,1956.87,26.18,0,342.78,46.18,1499.53,32.3,44.33,15.16,0.94,1.42,4.9,0,0,0,0.95,100,0,17.52,2.36,76.63
25/01/2009,588.39,825.63,306.08,38.89,26.26,93.27,0,0,0,16.19,1894.7,25.52,0,371.23,65.15,1414.02,31.05,43.58,16.15,2.05,1.39,4.92,0,0,0,0.85,100,0,19.59,3.44,74.63
26/01/2009,700.46,1054,307.09,11.4,26.17,29.75,0,0,0,23.5,2152.38,28.16,0,344.66,37.57,1754.46,32.54,48.97,14.27,0.53,1.22,1.38,0,0,0,1.09,100,0,16.01,1.75,81.51
27/01/2009,724.05,1098.82,303.07,15.26,25.32,2.15,0,0,0,27.4,2196.06,28.78,0,343.64,40.58,1822.87,32.97,50.04,13.8,0.69,1.15,0.1,0,0,0,1.25,100,0,15.65,1.85,83.01
28/01/2009,719.46,1096.06,306.31,14.22,24.09,13.79,0,0,0,23.15,2197.08,28.72,0,344.62,38.3,1815.52,32.75,49.89,13.94,0.65,1.1,0.63,0,0,0,1.05,100,0,15.69,1.74,82.63
29/01/2009,752.85,1069.28,289.09,38.33,26.6,4.83,0,0,0,20.74,2201.72,28.36,0,354.01,64.92,1822.13,34.19,48.57,13.13,1.74,1.21,0.22,0,0,0,0.94,100,0,16.08,2.95,82.76
30/01/2009,683.57,1081.11,254.44,53.03,27.36,15.29,0,0,0,22.9,2137.7,28.84,0,334.82,80.39,1764.69,31.98,50.57,11.9,2.48,1.28,0.72,0,0,0,1.07,100,0,15.66,3.76,82.55
31/01/2009,553.82,873.59,304.21,50.06,27.32,94.86,0,0,0,18.35,1922.21,26.02,0,381.59,77.38,1427.41,28.81,45.45,15.83,2.6,1.42,4.94,0,0,0,0.95,100,0,19.85,4.03,74.26
01/02/2009,597.62,837.09,345.26,33.63,25.22,94.28,0,0,0,26.92,1960.03,25.08,0,404.12,58.86,1434.72,30.49,42.71,17.62,1.72,1.29,4.81,0,0,0,1.37,100,0,20.62,3,73.2
02/02/2009,703.33,1082.13,346.8,29.58,22.15,36.04,0,0,0,28.45,2248.49,27.57,0,398.53,51.73,1785.47,31.28,48.13,15.42,1.32,0.99,1.6,0,0,0,1.27,100,0,17.72,2.3,79.41
03/02/2009,685.06,1127.16,367.83,37.43,22.28,16.57,0,0,0,25.63,2281.96,27.95,0,427.55,59.72,1812.21,30.02,49.39,16.12,1.64,0.98,0.73,0,0,0,1.12,100,0,18.74,2.62,79.41
04/02/2009,713.11,1101,378.22,8.22,23.67,9.03,0,0,0,32.57,2265.82,27.91,0,410.11,31.89,1814.11,31.47,48.59,16.69,0.36,1.04,0.4,0,0,0,1.44,100,0,18.1,1.41,80.06
05/02/2009,703.87,1118.03,370.47,11.87,23.7,23.46,0,0,0,25.36,2276.76,27.97,0,406.04,35.57,1821.9,30.92,49.11,16.27,0.52,1.04,1.03,0,0,0,1.11,100,0,17.83,1.56,80.02
06/02/2009,652.41,1112.11,364.26,18.76,20.94,49.27,0,0,0,28.41,2246.15,27.88,0,403.95,39.7,1764.52,29.05,49.51,16.22,0.84,0.93,2.19,0,0,0,1.26,100,0,17.98,1.77,78.56
07/02/2009,568.12,959.49,353.14,23.07,16.58,91.37,0,0,0,17.52,2029.28,26.68,0,392.79,39.65,1527.6,28,47.28,17.4,1.14,0.82,4.5,0,0,0,0.86,100,0,19.36,1.95,75.28
08/02/2009,553.54,948.45,364.24,4.86,17.8,88.36,0,0,0,20.94,1998.18,26.68,0,386.9,22.66,1501.99,27.7,47.47,18.23,0.24,0.89,4.42,0,0,0,1.05,100,0,19.36,1.13,75.17
09/02/2009,690.67,1107.52,376.28,2.99,18.66,31.22,0,0,0,26.73,2254.06,27.95,0,397.92,21.65,1798.19,30.64,49.13,16.69,0.13,0.83,1.39,0,0,0,1.19,100,0,17.65,0.96,79.78
10/02/2009,656.77,1114.95,381.35,4.22,13.94,57.24,0,0,0,25.02,2253.49,27.87,0,399.5,18.15,1771.72,29.14,49.48,16.92,0.19,0.62,2.54,0,0,0,1.11,100,0,17.73,0.81,78.62
11/02/2009,691.34,1115.85,382.98,6.17,14.21,29.86,0,0,0,21.89,2262.31,28.04,0,403.36,20.38,1807.19,30.56,49.32,16.93,0.27,0.63,1.32,0,0,0,0.97,100,0,17.83,0.9,79.88
12/02/2009,769.41,1060.2,380.19,13.96,18.31,5.57,0,0,0,25.8,2273.43,27.44,0,412.46,32.27,1829.61,33.84,46.63,16.72,0.61,0.81,0.24,0,0,0,1.13,100,0,18.14,1.42,80.48
13/02/2009,780.7,1002.38,369.18,1.32,16.18,9.81,0,0,0,26.31,2205.86,27.2,0,386.67,17.5,1783.08,35.39,45.44,16.74,0.06,0.73,0.44,0,0,0,1.19,100,0,17.53,0.79,80.83
14/02/2009,764.19,785.27,366.1,10.99,14.98,6.16,0,0,0,22.42,1970.11,25.28,0,392.07,25.97,1549.46,38.79,39.86,18.58,0.56,0.76,0.31,0,0,0,1.14,100,0,19.9,1.32,78.65
15/02/2009,674.29,761.96,382.41,20.66,15.61,5.7,0,0,0,19.14,1879.76,25.01,0,418.68,36.27,1436.25,35.87,40.53,20.34,1.1,0.83,0.3,0,0,0,1.02,100,0,22.27,1.93,76.41
16/02/2009,752.32,888.11,392.52,34.85,18.84,1.64,0,0,0,18.75,2107.03,25.57,0,446.21,53.69,1640.43,35.71,42.15,18.63,1.65,0.89,0.08,0,0,0,0.89,100,0,21.18,2.55,77.85
17/02/2009,786.06,870.88,401,16.94,23.39,1.13,0,0,0,22.54,2121.95,25.33,0,441.33,40.33,1656.94,37.04,41.04,18.9,0.8,1.1,0.05,0,0,0,1.06,100,0,20.8,1.9,78.09
18/02/2009,782.2,899.01,402.17,3.45,22.06,0.98,0,0,0,21.12,2130.98,25.78,0,427.68,25.51,1681.21,36.71,42.19,18.87,0.16,1.04,0.05,0,0,0,0.99,100,0,20.07,1.2,78.89
19/02/2009,732.76,916.4,401.56,11.52,17.07,2.77,0,0,0,23.02,2105.1,26.11,0,430.15,28.59,1649.16,34.81,43.53,19.08,0.55,0.81,0.13,0,0,0,1.09,100,0,20.43,1.36,78.34
20/02/2009,776.08,805.06,400.63,17.89,14.87,8.1,0,0,0,27.59,2050.21,24.8,0,433.38,32.75,1581.14,37.85,39.27,19.54,0.87,0.73,0.39,0,0,0,1.35,100,0,21.14,1.6,77.12
21/02/2009,669.72,590.86,399.96,41.87,15.89,55.76,0,0,0,17.77,1791.83,21.94,0,457.71,57.76,1260.59,37.38,32.98,22.32,2.34,0.89,3.11,0,0,0,0.99,100,0,25.54,3.22,70.35
22/02/2009,622.22,577.1,406.56,38.69,19.71,65.76,0,0,0,21.51,1751.55,21.51,0,464.96,58.4,1199.32,35.52,32.95,23.21,2.21,1.13,3.75,0,0,0,1.23,100,0,26.55,3.33,68.47
23/02/2009,698.58,809.93,414.34,18.36,19.65,25.44,0,0,0,27.15,2013.45,24.39,0,452.36,38.02,1508.51,34.7,40.23,20.58,0.91,0.98,1.26,0,0,0,1.35,100,0,22.47,1.89,74.92
24/02/2009,754.29,795.25,409.02,8.38,20.95,15.27,0,0,0,31.48,2034.63,24.48,0,438.34,29.32,1549.55,37.07,39.09,20.1,0.41,1.03,0.75,0,0,0,1.55,100,0,21.54,1.44,76.16
25/02/2009,749.56,775.58,418.39,55.88,18.95,11.3,0,0,0,17.97,2047.65,23.82,0,493.23,74.83,1525.14,36.61,37.88,20.43,2.73,0.93,0.55,0,0,0,0.88,100,0,24.09,3.65,74.48
26/02/2009,744.94,761.59,419.44,40.78,20.93,10.03,0,0,0,22.04,2019.75,23.79,0,481.15,61.7,1506.53,36.88,37.71,20.77,2.02,1.04,0.5,0,0,0,1.09,100,0,23.82,3.05,74.59
27/02/2009,725.57,716.79,419.83,25.42,23.15,18.21,0,0,0,26.85,1955.82,23.41,0,468.41,48.57,1442.36,37.1,36.65,21.47,1.3,1.18,0.93,0,0,0,1.37,100,0,23.95,2.48,73.75
28/02/2009,653.2,579.63,422.68,23.17,23.17,61.79,0,0,0,24.39,1788.03,21.5,0,469.02,46.34,1232.83,36.53,32.42,23.64,1.3,1.3,3.46,0,0,0,1.36,100,0,26.23,2.59,68.95
01/03/2009,701.15,492.86,425.84,18.39,22.08,69.41,0,0,0,21.67,1751.4,20.17,0,466.3,40.46,1194.01,40.03,28.14,24.31,1.05,1.26,3.96,0,0,0,1.24,100,0,26.62,2.31,68.17
02/03/2009,773.12,715.17,425.07,36.89,21.77,17.8,0,0,0,16.56,2006.39,23.13,0,483.73,58.66,1488.29,38.53,35.64,21.19,1.84,1.09,0.89,0,0,0,0.83,100,0,24.11,2.92,74.18
03/03/2009,778.05,766.02,416.51,30.38,22.91,13.24,0,0,0,26.01,2053.13,23.84,0,469.81,53.3,1544.07,37.9,37.31,20.29,1.48,1.12,0.64,0,0,0,1.27,100,0,22.88,2.6,75.21
04/03/2009,785.38,832.47,396.39,9.92,25.37,12,0,0,0,32.43,2093.95,24.94,0,431.68,35.29,1617.84,37.51,39.76,18.93,0.47,1.21,0.57,0,0,0,1.55,100,0,20.62,1.69,77.26
05/03/2009,805.78,873.14,387.96,7.74,21.78,8.78,0,0,0,21.55,2126.72,25.56,0,417.47,29.52,1678.91,37.89,41.06,18.24,0.36,1.02,0.41,0,0,0,1.01,100,0,19.63,1.39,78.94
06/03/2009,808.01,793.12,391.64,15.12,19.9,12.83,0,0,0,20.2,2060.82,24.64,0,426.66,35.01,1601.13,39.21,38.49,19,0.73,0.97,0.62,0,0,0,0.98,100,0,20.7,1.7,77.69
07/03/2009,696.56,562.13,396.07,34.16,20.92,48.5,0,0,0,25.96,1784.3,21.58,0,451.15,55.08,1258.69,39.04,31.5,22.2,1.91,1.17,2.72,0,0,0,1.45,100,0,25.28,3.09,70.54
08/03/2009,629.13,534.76,394.68,57.85,24.3,81.21,0,0,0,19.47,1741.41,20.64,0,476.84,82.15,1163.89,36.13,30.71,22.66,3.32,1.4,4.66,0,0,0,1.12,100,0,27.38,4.72,66.84
09/03/2009,724.53,799.96,399.44,45.73,25.6,15.56,0,0,0,17.96,2028.78,24.29,0,470.77,71.33,1524.49,35.71,39.43,19.69,2.25,1.26,0.77,0,0,0,0.89,100,0,23.2,3.52,75.14
10/03/2009,775.74,814.82,391.81,9.06,29.44,2.25,0,0,0,24.61,2047.73,24.96,0,430.32,38.51,1590.56,37.88,39.79,19.13,0.44,1.44,0.11,0,0,0,1.2,100,0,21.01,1.88,77.67
11/03/2009,768.52,837.76,396.47,30.96,23.83,5.44,0,0,0,17.04,2080.03,24.96,0,451.26,54.8,1606.28,36.95,40.28,19.06,1.49,1.15,0.26,0,0,0,0.82,100,0,21.69,2.63,77.22
12/03/2009,761.45,738.21,381.76,51.37,30.64,4.23,0,0,0,18.08,1985.74,23.8,0,463.77,82.01,1499.66,38.35,37.18,19.23,2.59,1.54,0.21,0,0,0,0.91,100,0,23.35,4.13,75.52
13/03/2009,748.77,754.13,373.07,22.46,32.72,13.32,0,0,0,27.48,1971.96,24.26,0,428.25,55.18,1502.91,37.97,38.24,18.92,1.14,1.66,0.68,0,0,0,1.39,100,0,21.72,2.8,76.21
14/03/2009,668.96,512.85,373.51,57.08,30.63,59.03,0,0,0,15.01,1717.09,20.82,0,461.23,87.72,1181.82,38.96,29.87,21.75,3.32,1.78,3.44,0,0,0,0.87,100,0,26.86,5.11,68.83
15/03/2009,695.96,443.03,392.08,23.98,36.45,67.86,0,0,0,17.65,1677.01,19.71,0,452.5,60.43,1138.99,41.5,26.42,23.38,1.43,2.17,4.05,0,0,0,1.05,100,0,26.98,3.6,67.92
16/03/2009,782.81,676.35,393.48,12.48,33.62,11.02,0,0,0,24.95,1934.71,23.15,0,439.58,46.1,1459.16,40.46,34.96,20.34,0.64,1.74,0.57,0,0,0,1.29,100,0,22.72,2.38,75.42
17/03/2009,784.69,584.65,405.66,9.12,31.65,43.91,0,0,0,14.41,1874.08,21.85,0,446.43,40.77,1369.34,41.87,31.2,21.65,0.49,1.69,2.34,0,0,0,0.77,100,0,23.82,2.18,73.07
18/03/2009,786.59,660.39,407.16,6.68,31.12,10.84,0,0,0,26.9,1929.68,22.91,0,444.96,37.8,1446.98,40.76,34.22,21.1,0.35,1.61,0.56,0,0,0,1.39,100,0,23.06,1.96,74.99
19/03/2009,817.38,671.42,408.26,7.42,33.42,2.73,0,0,0,25.36,1965.99,23.02,0,449.1,40.84,1488.8,41.58,34.15,20.77,0.38,1.7,0.14,0,0,0,1.29,100,0,22.84,2.08,75.73
20/03/2009,773.86,627.65,423.69,4.91,32.55,14.99,0,0,0,21.1,1898.74,22.39,0,461.15,37.46,1401.51,40.76,33.06,22.31,0.26,1.71,0.79,0,0,0,1.11,100,0,24.29,1.97,73.81
21/03/2009,689.1,435.78,428.25,18.59,24.3,77.94,0,0,0,13.19,1687.15,19.4,0,471.14,42.89,1124.88,40.84,25.83,25.38,1.1,1.44,4.62,0,0,0,0.78,100,0,27.92,2.54,66.67
22/03/2009,676.95,339.75,433.38,54.27,21.17,87.21,0,0,0,11.08,1623.8,17.3,0,508.82,75.44,1016.7,41.69,20.92,26.69,3.34,1.3,5.37,0,0,0,0.68,100,0,31.34,4.65,62.61
23/03/2009,745.63,543.96,436.94,59.76,24.5,55.5,0,0,0,21.44,1887.73,20.08,0,521.2,84.26,1289.6,39.5,28.82,23.15,3.17,1.3,2.94,0,0,0,1.14,100,0,27.61,4.46,68.31
24/03/2009,727.89,695.78,429.63,35.39,27.55,18.71,0,0,0,16.26,1951.21,22.88,0,492.57,62.94,1423.67,37.3,35.66,22.02,1.81,1.41,0.96,0,0,0,0.83,100,0,25.24,3.23,72.96
25/03/2009,727.72,674.14,440.93,40,31.84,9.42,0,0,0,24.4,1948.46,22.43,0,512.78,71.85,1401.86,37.35,34.6,22.63,2.05,1.63,0.48,0,0,0,1.25,100,0,26.32,3.69,71.95
26/03/2009,735.51,621.6,436.59,59.7,26.85,25.47,0,0,0,15.2,1920.92,21.62,0,523.14,86.55,1357.11,38.29,32.36,22.73,3.11,1.4,1.33,0,0,0,0.79,100,0,27.23,4.51,70.65
27/03/2009,711.46,605.79,428.15,60.98,30.2,41.61,0,0,0,22.94,1901.11,21.29,0,519.33,91.18,1317.24,37.42,31.86,22.52,3.21,1.59,2.19,0,0,0,1.21,100,0,27.32,4.8,69.29
28/03/2009,652.47,526.22,431,37.81,33.43,73.89,0,0,0,23.26,1778.08,20.3,0,502.24,71.24,1178.69,36.7,29.59,24.24,2.13,1.88,4.16,0,0,0,1.31,100,0,28.25,4.01,66.29
29/03/2009,647.5,486.19,419.28,38.95,31.85,81.32,0,0,0,3.76,1708.85,19.98,0,490.08,70.8,1133.69,37.89,28.45,24.54,2.28,1.86,4.76,0,0,0,0.22,100,0,28.68,4.14,66.34
30/03/2009,741.13,670.42,409.03,33.77,27.58,23.69,0,0,0,20.75,1926.35,22.68,0,470.37,61.34,1411.55,38.47,34.8,21.23,1.75,1.43,1.23,0,0,0,1.08,100,0,24.42,3.18,73.28
31/03/2009,771.27,647.92,410.82,24.71,31.97,16.79,0,0,0,19.89,1923.37,22.54,0,467.5,56.68,1419.19,40.1,33.69,21.36,1.28,1.66,0.87,0,0,0,1.03,100,0,24.31,2.95,73.79
01/04/2009,760.15,628.09,411.3,9.38,31.81,25.24,0,0,0,16.01,1881.98,22.46,0,452.5,41.2,1388.24,40.39,33.37,21.85,0.5,1.69,1.34,0,0,0,0.85,100,0,24.04,2.19,73.76
02/04/2009,761.7,608.61,415.98,10.88,29.86,31.31,0,0,0,14.44,1872.76,22.09,0,456.71,40.73,1370.31,40.67,32.5,22.21,0.58,1.59,1.67,0,0,0,0.77,100,0,24.39,2.17,73.17
03/04/2009,756.8,577.81,413.83,13.95,25,37.06,0,0,0,16.84,1841.29,21.68,0,452.78,38.95,1334.61,41.1,31.38,22.47,0.76,1.36,2.01,0,0,0,0.91,100,0,24.59,2.12,72.48
04/04/2009,642.8,432.95,382.91,31.05,22,91.72,0,0,0,7.06,1610.5,19.68,0,435.96,53.04,1075.76,39.91,26.88,23.78,1.93,1.37,5.7,0,0,0,0.44,100,0,27.07,3.29,66.8
05/04/2009,654.79,392.13,371.66,30.14,20.04,94.11,0,0,0,8.73,1571.59,19.14,0,421.84,50.18,1046.92,41.66,24.95,23.65,1.92,1.27,5.99,0,0,0,0.56,100,0,26.84,3.19,66.62
06/04/2009,672.95,637.53,373.84,22.07,21.11,74.4,0,0,0,18.5,1820.39,22.52,0,417.02,43.18,1310.48,36.97,35.02,20.54,1.21,1.16,4.09,0,0,0,1.02,100,0,22.91,2.37,71.99
07/04/2009,675.45,587.45,383.31,43.98,19.99,58.33,0,0,0,3.18,1771.7,21.9,0,447.28,63.97,1262.91,38.12,33.16,21.64,2.48,1.13,3.29,0,0,0,0.18,100,0,25.25,3.61,71.28
08/04/2009,683.96,545.53,389.32,35.02,21.89,74.93,0,0,0,9.12,1759.78,21.05,0,446.23,56.9,1229.5,38.87,31,22.12,1.99,1.24,4.26,0,0,0,0.52,100,0,25.36,3.23,69.87
09/04/2009,702.92,521.29,383.5,47.15,21.48,78.84,0,0,0,14.21,1769.4,20.57,0,452.14,68.64,1224.21,39.73,29.46,21.67,2.66,1.21,4.46,0,0,0,0.8,100,0,25.55,3.88,69.19
10/04/2009,634.85,413.41,396.78,30.35,24.96,93.49,0,0,0,14.66,1608.49,18.97,0,452.09,55.31,1048.26,39.47,25.7,24.67,1.89,1.55,5.81,0,0,0,0.91,100,0,28.11,3.44,65.17
11/04/2009,603.36,360.78,409.85,26.27,27.34,96.43,0,0,0,17.11,1541.14,17.97,0,463.47,53.61,964.14,39.15,23.41,26.59,1.7,1.77,6.26,0,0,0,1.11,100,0,30.07,3.48,62.56
12/04/2009,591.2,324.89,425.14,6.31,23.7,96.08,0,0,0,12.79,1480.12,17.48,0,455.15,30.01,916.09,39.94,21.95,28.72,0.43,1.6,6.49,0,0,0,0.86,100,0,30.75,2.03,61.89
13/04/2009,627.46,317.36,426.72,17.08,22.61,87.9,0,0,0,8.78,1507.92,17.33,0,466.42,39.7,944.82,41.61,21.05,28.3,1.13,1.5,5.83,0,0,0,0.58,100,0,30.93,2.63,62.66
14/04/2009,703.41,466.19,421.16,14.71,19.96,81.87,0,0,0,20.5,1727.81,19.52,0,455.84,34.68,1169.6,40.71,26.98,24.38,0.85,1.16,4.74,0,0,0,1.19,100,0,26.38,2.01,67.69
15/04/2009,781.48,438.54,413.05,20.55,17.11,69.66,0,0,0,13.54,1753.94,19.41,0,450.72,37.66,1220.02,44.56,25,23.55,1.17,0.98,3.97,0,0,0,0.77,100,0,25.7,2.15,69.56
16/04/2009,812.67,391.73,421.73,38.12,19.11,82.55,0,0,0,15.6,1781.52,18.29,0,478.96,57.23,1204.4,45.62,21.99,23.67,2.14,1.07,4.63,0,0,0,0.88,100,0,26.89,3.21,67.61
17/04/2009,823.47,366.99,430.52,35.26,19.4,81.99,0,0,0,19.48,1777.12,17.89,0,485.18,54.66,1190.46,46.34,20.65,24.23,1.98,1.09,4.61,0,0,0,1.1,100,0,27.3,3.08,66.99
18/04/2009,757.88,250.42,433.91,6.79,17.18,86.68,0,0,0,10.78,1563.63,16.4,0,457.88,23.97,1008.3,48.47,16.02,27.75,0.43,1.1,5.54,0,0,0,0.69,100,0,29.28,1.53,64.48
19/04/2009,735.85,244.03,412.71,1.8,15.5,91.32,0,0,0,13.88,1515.08,16.42,0,430.01,17.3,979.88,48.57,16.11,27.24,0.12,1.02,6.03,0,0,0,0.92,100,0,28.38,1.14,64.67
20/04/2009,809.49,452.2,409.6,2.85,14.62,52.24,0,0,0,19.68,1760.69,19.9,0,427.07,17.47,1261.69,45.98,25.68,23.26,0.16,0.83,2.97,0,0,0,1.12,100,0,24.26,0.99,71.66
21/04/2009,833.77,467.76,410.01,20.85,14.84,23.5,0,0,0,10.07,1780.81,20.34,0,445.71,35.7,1301.53,46.82,26.27,23.02,1.17,0.83,1.32,0,0,0,0.57,100,0,25.03,2,73.09
22/04/2009,838.2,428.28,414.84,24.35,12.71,30.98,0,0,0,13.23,1762.58,19.61,0,451.89,37.06,1266.48,47.56,24.3,23.54,1.38,0.72,1.76,0,0,0,0.75,100,0,25.64,2.1,71.85
23/04/2009,841.91,435.55,411.75,15.7,10.87,20.15,0,0,0,17.42,1753.36,19.88,0,438.32,26.57,1277.46,48.02,24.84,23.48,0.9,0.62,1.15,0,0,0,0.99,100,0,25,1.52,72.86
24/04/2009,808.77,426.22,388.27,20.94,10.74,34.37,0,0,0,18.47,1707.76,19.87,0,419.94,31.67,1234.98,47.36,24.96,22.74,1.23,0.63,2.01,0,0,0,1.08,100,0,24.59,1.85,72.32
25/04/2009,734.09,278.57,385.27,7.43,10.22,91.21,0,0,0,10.13,1516.92,17.42,0,402.92,17.65,1012.66,48.39,18.36,25.4,0.49,0.67,6.01,0,0,0,0.67,100,0,26.56,1.16,66.76
26/04/2009,700.24,262.02,396.44,20.15,10.19,93.4,0,0,0,10.63,1493.06,16.81,0,426.78,30.34,962.26,46.9,17.55,26.55,1.35,0.68,6.26,0,0,0,0.71,100,0,28.58,2.03,64.45
27/04/2009,776,508.78,397.63,14.18,15.09,35.65,0,0,0,33.68,1781,20.68,0,426.9,29.27,1284.78,43.57,28.57,22.33,0.8,0.85,2,0,0,0,1.89,100,0,23.97,1.64,72.14
28/04/2009,812.55,546.66,397.85,16.28,12.38,21.36,0,0,0,21.76,1828.84,21.54,0,426.5,28.66,1359.21,44.43,29.89,21.75,0.89,0.68,1.17,0,0,0,1.19,100,0,23.32,1.57,74.32
29/04/2009,805.85,529.89,385.92,26.46,14.47,16.8,0,0,0,14.51,1793.91,21.48,0,426.86,40.93,1335.74,44.92,29.54,21.51,1.48,0.81,0.94,0,0,0,0.81,100,0,23.79,2.28,74.46
